"BATHRM","HF_BATHRM","HEAT","AC","ROOMS","BEDRM","AYB","EYB","STORIES","SALEDATE","PRICE","GBA","STYLE","GRADE","CNDTN","EXTWALL","ROOF","INTWALL","KITCHENS","FIREPLACES","LANDAREA","ZIPCODE","LATITUDE","LONGITUDE","ASSESSMENT_NBHD","WARD"
3,1,"Forced Air","Y",9,4,1949,1975,2.25,"2017-05-16 00:00:00",539380,2592,"2.5 Story Fin","Very Good","Average","Common Brick","Comp Shingle","Hardwood",1,2,5009,20020,38.8630826,-76.96692636,"Hillcrest","Ward 7"
2,1,"Hot Water Rad","N",7,3,1935,1975,2.5,"2010-05-17 00:00:00",379970,1550,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,5015,20020,38.86306162,-76.96603363,"Hillcrest","Ward 7"
2,1,"Forced Air","Y",6,3,1951,1972,1.5,"2017-03-10 00:00:00",509080,2060,"1.5 Story Fin","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,6951,20020,38.87041745,-76.95779123,"Hillcrest","Ward 7"
3,1,"Hot Water Rad","Y",6,4,1933,1967,2,"2014-03-13 00:00:00",395950,1302,"2 Story","Above Average","Very Good","Hardboard","Comp Shingle","Hardwood/Carp",1,0,3750,20020,38.87092335,-76.96997426,"Hillcrest","Ward 7"
3,0,"Hot Water Rad","Y",6,3,1928,1964,1.75,"2013-09-12 00:00:00",398230,1547,"1.5 Story Fin","Average","Very Good","Shingle","Comp Shingle","Hardwood/Carp",1,0,5000,20020,38.87093537,-76.97014216,"Hillcrest","Ward 7"
1,1,"Forced Air","N",6,3,1936,1967,2,"2002-09-06 00:00:00",190090,1248,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,2583,20020,38.87132618,-76.96750967,"Hillcrest","Ward 7"
2,0,"Hot Water Rad","N",8,3,1938,1957,1.75,"1994-05-23 00:00:00",127530,2063,"2 Story","Above Average","Average","Brick/Stone","Slate","Hardwood",1,1,7638,20020,38.86971638,-76.97166328,"Randle Heights","Ward 8"
1,0,"Hot Water Rad","N",6,3,1921,1957,1,"2000-05-05 00:00:00",81110,1248,"1 Story","Above Average","Fair","Wood Siding","Comp Shingle","Hardwood/Carp",1,1,3201,20020,38.8705276,-76.97136439,"Randle Heights","Ward 8"
1,1,"Hot Water Rad","N",8,4,1909,1957,2,"1997-12-23 00:00:00",111150,1578,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,7624,20020,38.87056394,-76.97114266,"Randle Heights","Ward 8"
1,1,"Hot Water Rad","N",6,3,1925,1957,2,"1999-09-21 00:00:00",113420,1200,"2 Story","Above Average","Average","Common Brick","Built Up","Hardwood",1,0,3125,20020,38.87024875,-76.97471066,"Randle Heights","Ward 8"
1,0,"Hot Water Rad","N",6,3,1906,1957,2,"2006-02-02 00:00:00",278370,1714,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,1,3125,20020,38.87020691,-76.9736927,"Randle Heights","Ward 8"
2,0,"Hot Water Rad","N",7,3,1926,1957,2.25,"2002-10-17 00:00:00",188250,1725,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,1,4574,20020,38.87045464,-76.97410538,"Randle Heights","Ward 8"
2,0,"Hot Water Rad","N",8,4,1926,1957,2.25,"2013-10-04 00:00:00",359000,2320,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,1,10136,20020,38.87034092,-76.97393856,"Randle Heights","Ward 8"
3,1,"Warm Cool","Y",7,3,1936,1967,2.25,"2016-09-16 00:00:00",489590,1972,"2.5 Story Fin","Above Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,0,5015,20020,38.86307956,-76.96516692,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",7,3,1938,1969,2,"2010-01-14 00:00:00",356270,1376,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,1,3013,20020,38.86296824,-76.96678792,"Hillcrest","Ward 7"
2,0,"Hot Water Rad","N",7,3,1932,1967,2,"2008-10-23 00:00:00",322190,1570,"2 Story","Above Average","Average","Brick/Siding","Comp Shingle","Hardwood",1,1,5200,20020,38.86133451,-76.96504736,"Hillcrest","Ward 7"
2,0,"Warm Cool","Y",9,4,1932,1960,2.25,"2004-09-10 00:00:00",312720,1558,"3 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,6448,20020,38.86078187,-76.96544353,"Hillcrest","Ward 7"
2,0,"Warm Cool","Y",9,4,1924,1967,1.5,"2011-04-27 00:00:00",270140,1296,"1.5 Story Fin","Above Average","Good","Wood Siding","Comp Shingle","Hardwood/Carp",1,1,4000,20020,38.8677397,-76.98430201,"Anacostia","Ward 8"
2,0,"Hot Water Rad","N",6,3,1951,1964,1.75,"1999-07-12 00:00:00",171590,1734,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,5674,20020,38.86391612,-76.95814443,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",9,5,1942,1961,2.25,"2008-01-17 00:00:00",410280,1782,"2.5 Story Fin","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,5674,20020,38.86379587,-76.95818103,"Hillcrest","Ward 7"
1,1,"Hot Water Rad","N",6,3,1937,1957,2.25,"2012-10-11 00:00:00",294730,1467,"2.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,5674,20020,38.86369123,-76.95804098,"Hillcrest","Ward 7"
1,0,"Hot Water Rad","N",6,3,1937,1957,1.75,"1994-01-06 00:00:00",143390,1685,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,5674,20020,38.86358035,-76.95805867,"Hillcrest","Ward 7"
2,1,"Hot Water Rad","Y",8,4,1936,1957,2,"2006-02-15 00:00:00",402140,2987,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,6080,20020,38.86346115,-76.95801496,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",6,3,1951,1975,1.5,"2012-07-06 00:00:00",369530,1668,"1.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,6181,20020,38.87054549,-76.95787193,"Hillcrest","Ward 7"
1,2,"Warm Cool","Y",6,3,1952,1955,2,"1996-11-27 00:00:00",141720,1600,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4178,20020,38.87169985,-76.9586786,"Hillcrest","Ward 7"
3,0,"Forced Air","Y",9,3,1949,1973,2,"2018-04-06 00:00:00",502420,1728,"2 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,5573,20020,38.87163682,-76.95510666,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",6,3,1965,1982,1,"2016-08-01 00:00:00",399080,1260,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,6000,20020,38.87235011,-76.95536238,"Hillcrest","Ward 7"
3,1,"Forced Air","Y",9,4,2010,2013,2,"2004-04-18 00:00:00",141010,4670,"2 Story","Good Quality","Very Good","Common Brick","Comp Shingle","Hardwood/Carp",1,2,6501,20020,38.87113555,-76.95248837,"Hillcrest","Ward 7"
2,1,"Forced Air","N",7,4,1949,1968,1.5,"2006-03-07 00:00:00",474070,1595,"1.5 Story Fin","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,6699,20020,38.87035678,-76.9525026,"Hillcrest","Ward 7"
2,1,"Forced Air","Y",7,5,1940,1967,2,"2000-06-21 00:00:00",187950,1660,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,11476,20020,38.87074881,-76.95291488,"Hillcrest","Ward 7"
3,0,"Water Base Brd","Y",11,5,1952,1975,1,"2015-07-20 00:00:00",691610,2434,"1 Story","Good Quality","Very Good","Brick/Stone","Comp Shingle","Hardwood",1,1,15000,20020,38.87193479,-76.95388208,"Hillcrest","Ward 7"
1,1,"Warm Cool","Y",7,3,1957,1974,1.5,"2004-07-23 00:00:00",335750,1530,"1.5 Story Fin","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,5547,20020,38.87063049,-76.95370385,"Hillcrest","Ward 7"
1,1,"Warm Cool","Y",6,3,1940,1957,2,"1998-05-06 00:00:00",148070,1482,"2 Story","Above Average","Average","Common Brick","Slate","Hardwood",1,1,5423,20020,38.87065999,-76.95427298,"Hillcrest","Ward 7"
2,1,"Hot Water Rad","N",11,6,1940,1969,2.25,"2014-12-09 00:00:00",386190,1604,"2.5 Story Unfin","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,5493,20020,38.8693409,-76.95340094,"Hillcrest","Ward 7"
2,0,"Warm Cool","Y",7,3,1965,1982,2,"2002-07-25 00:00:00",214050,1090,"Split Foyer","Above Average","Average","Brick/Siding","Comp Shingle","Hardwood",1,1,6152,20020,38.86913695,-76.95453564,"Hillcrest","Ward 7"
2,0,"Forced Air","Y",7,2,1952,1958,1,"2005-01-25 00:00:00",322440,1047,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,5756,20020,38.86941424,-76.95410991,"Hillcrest","Ward 7"
1,1,"Forced Air","N",7,3,1940,1960,2,"2016-08-11 00:00:00",386130,1540,"2 Story","Good Quality","Average","Brick/Stone","Comp Shingle","Hardwood",1,2,5435,20020,38.8697841,-76.95358721,"Hillcrest","Ward 7"
1,1,"Forced Air","Y",6,3,1938,1957,2,"2010-06-08 00:00:00",320600,1571,"2 Story","Above Average","Average","Brick/Siding","Comp Shingle","Hardwood",1,1,6960,20020,38.86811765,-76.95570565,"Hillcrest","Ward 7"
2,1,"Hot Water Rad","N",7,3,1940,1957,1.75,"2007-10-16 00:00:00",367410,1020,"1.5 Story Fin","Above Average","Average","Brick/Siding","Comp Shingle","Hardwood",1,1,7336,20020,38.86971277,-76.95718022,"Hillcrest","Ward 7"
1,1,"Warm Cool","Y",6,3,1941,1960,1.75,"2005-06-01 00:00:00",434540,1117,"2 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,15086,20020,38.86941467,-76.95641629,"Hillcrest","Ward 7"
1,1,"Hot Water Rad","N",8,2,1940,1960,2,"2006-05-22 00:00:00",438320,1546,"2 Story","Good Quality","Good","Common Brick","Built Up","Hardwood",1,1,6860,20020,38.86944207,-76.95621358,"Hillcrest","Ward 7"
1,1,"Hot Water Rad","N",7,3,1936,1957,2,"1994-11-03 00:00:00",150400,1458,"2 Story","Above Average","Average","Stone","Slate","Hardwood",1,1,6080,20020,38.86334069,-76.95796641,"Hillcrest","Ward 7"
1,1,"Warm Cool","Y",6,3,1939,1957,2,"2003-12-29 00:00:00",256500,1248,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,5405,20020,38.86297373,-76.95784403,"Hillcrest","Ward 7"
1,2,"Hot Water Rad","N",6,3,1939,1957,1.75,"2006-07-14 00:00:00",391030,1477,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,5405,20020,38.86285122,-76.95785528,"Hillcrest","Ward 7"
3,1,"Warm Cool","Y",8,3,1937,1990,2.5,"2010-12-20 00:00:00",534500,2576,"2.5 Story Fin","Good Quality","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,2,16723,20020,38.8631255,-76.95879579,"Hillcrest","Ward 7"
1,2,"Warm Cool","Y",6,3,1952,1964,2,"1994-01-05 00:00:00",164990,1510,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4178,20020,38.87161189,-76.95858208,"Hillcrest","Ward 7"
3,0,"Warm Cool","Y",8,3,1955,1975,1,"2015-08-24 00:00:00",505880,1302,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,2,11655,20020,38.87080415,-76.95869986,"Hillcrest","Ward 7"
3,1,"Forced Air","Y",9,4,1956,1976,1,"2016-05-10 00:00:00",547780,1531,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,0,9375,20020,38.87026427,-76.95843513,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",8,3,1955,1967,1,"2013-08-08 00:00:00",395820,1248,"1 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,2,10110,20020,38.87043735,-76.95852088,"Hillcrest","Ward 7"
2,0,"Warm Cool","Y",6,3,1956,1968,1,"2010-06-09 00:00:00",335390,1277,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,10058,20020,38.87060953,-76.95860571,"Hillcrest","Ward 7"
3,0,"Hot Water Rad","Y",19,3,1956,1968,1,"2004-11-16 00:00:00",458070,2209,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,13515,20020,38.87222807,-76.95963038,"Hillcrest","Ward 7"
3,0,"Forced Air","Y",10,6,1948,1964,1.5,"2016-03-16 00:00:00",505720,2417,"1.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,6845,20020,38.87182855,-76.95885875,"Hillcrest","Ward 7"
3,0,"Warm Cool","Y",8,3,1950,1963,1.75,"2016-04-04 00:00:00",465210,1372,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,4167,20020,38.87401131,-76.9638135,"Hillcrest","Ward 7"
1,2,"Forced Air","Y",7,3,1953,1965,2,"2018-05-01 00:00:00",423390,1584,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Carpet",1,2,5121,20020,38.8731342,-76.96452347,"Hillcrest","Ward 7"
1,1,"Warm Cool","Y",6,3,1949,1959,1,"2006-06-06 00:00:00",367360,1120,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,4241,20020,38.87364066,-76.96425944,"Hillcrest","Ward 7"
2,0,"Forced Air","Y",5,2,1941,1957,2,"2002-12-20 00:00:00",210050,1590,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,14228,20020,38.86155141,-76.95248138,"Hillcrest","Ward 7"
1,1,"Hot Water Rad","Y",8,5,1905,1964,2,"2005-11-04 00:00:00",277250,1604,"2 Story","Average","Average","Vinyl Siding","Built Up","Wood Floor",1,0,3120,20020,38.86653903,-76.98779714,"Anacostia","Ward 8"
1,0,"Forced Air","Y",6,3,1905,1964,2,"2000-06-07 00:00:00",94800,1298,"2 Story","Average","Average","Wood Siding","Comp Shingle","Wood Floor",3,0,3120,20020,38.86656293,-76.98806066,"Anacostia","Ward 8"
3,0,"Forced Air","Y",6,3,1905,1964,2,"2015-04-07 00:00:00",363190,1652,"2 Story","Average","Good","Vinyl Siding","Built Up","Hardwood/Carp",1,0,8503,20020,38.86241179,-76.99147605,"Anacostia","Ward 8"
3,1,"Forced Air","Y",6,5,1905,1967,2,"2017-04-13 00:00:00",358780,1184,"2 Story","Above Average","Good","Wood Siding","Metal- Sms","Wood Floor",1,1,2866,20020,38.86164388,-76.97859351,"Anacostia","Ward 8"
2,0,"Forced Air","Y",7,4,1968,1982,2,"2016-11-01 00:00:00",338420,992,"2 Story","Average","Very Good","Brick/Siding","Comp Shingle","Hardwood",1,0,2470,20020,38.86301047,-76.98732464,"Anacostia","Ward 8"
2,1,"Forced Air","Y",9,3,2017,2017,2,"2017-11-03 00:00:00",412410,1956,"2 Story","Above Average","Very Good","Wood Siding","Comp Shingle","Hardwood",1,0,2200,20020,38.86286784,-76.98709917,"Anacostia","Ward 8"
2,0,"Hot Water Rad","N",6,3,1952,1964,1,"2006-03-10 00:00:00",337690,1093,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,3363,20020,38.85965743,-76.95237469,"Hillcrest","Ward 7"
1,0,"Hot Water Rad","N",4,2,1928,1954,1,"2005-07-13 00:00:00",192410,690,"1 Story","Average","Average","Aluminum","Comp Shingle","Hardwood",1,0,3375,20020,38.85936858,-76.95271961,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",6,2,1967,1983,1,"2015-05-26 00:00:00",387990,1499,"Split Foyer","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,5500,20020,38.85888697,-76.95401437,"Hillcrest","Ward 7"
2,0,"Warm Cool","Y",11,4,1965,1975,1,"1993-03-22 00:00:00",142550,989,"1 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,8661,20020,38.85937107,-76.95421546,"Hillcrest","Ward 7"
1,2,"Warm Cool","Y",7,3,1960,1971,1,"1998-08-06 00:00:00",159140,1170,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,0,8096,20020,38.85940442,-76.95403109,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",7,3,1952,1964,1.75,"1996-06-27 00:00:00",155530,2074,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,5812,20020,38.85814586,-76.95429286,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",7,3,1956,1976,1,"2004-10-12 00:00:00",346540,1342,"1 Story","Above Average","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,5794,20020,38.85803891,-76.9544578,"Hillcrest","Ward 7"
2,0,"Forced Air","N",5,2,1955,1970,1.5,"1997-09-03 00:00:00",133190,1547,"1.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,0,6181,20020,38.85789501,-76.95459845,"Hillcrest","Ward 7"
2,2,"Warm Cool","Y",6,3,1964,1974,1,"2000-09-21 00:00:00",144040,1190,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,0,8040,20020,38.85818699,-76.95464504,"Hillcrest","Ward 7"
2,2,"Warm Cool","Y",7,3,1997,2004,2,"1998-08-11 00:00:00",134020,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,3264,20020,38.85150101,-76.96758885,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,1997,2004,2,"1998-08-11 00:00:00",135450,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,3299,20020,38.85150518,-76.96768988,"Randle Heights","Ward 8"
1,0,"Hot Water Rad","N",8,6,1939,1947,2,"2014-02-03 00:00:00",203290,2015,"2 Story","Above Average","Poor","Common Brick","Comp Shingle","Wood Floor",1,0,9329,20020,38.85394743,-76.97030237,"Randle Heights","Ward 8"
2,1,"Hot Water Rad","Y",9,3,1905,1967,2,"2009-10-23 00:00:00",248940,1626,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,1,2591,20020,38.86368604,-76.9893589,"Anacostia","Ward 8"
2,0,"Hot Water Rad","N",7,3,1907,1954,2,"2002-09-10 00:00:00",143010,1476,"2 Story","Above Average","Average","Common Brick","Metal- Sms","Hardwood",1,1,2847,20020,38.86369119,-76.98958428,"Anacostia","Ward 8"
1,1,"Warm Cool","Y",6,3,1909,1967,2.5,"2007-09-14 00:00:00",310910,1671,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,3000,20020,38.86343316,-76.98921318,"Anacostia","Ward 8"
3,1,"Ht Pump","Y",9,4,2017,2017,2,"2017-11-21 00:00:00",494300,1876,"2 Story","Good Quality","Very Good","Wood Siding","Comp Shingle","Hardwood",1,0,4000,20020,38.86338941,-76.98932853,"Anacostia","Ward 8"
1,2,"Forced Air","N",6,3,1937,1967,1.75,"2004-02-06 00:00:00",228540,1220,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,8820,20020,38.86172176,-76.95667102,"Hillcrest","Ward 7"
1,2,"Hot Water Rad","N",6,3,1940,1960,2,"1996-09-11 00:00:00",147890,1488,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,5211,20020,38.86151559,-76.96111563,"Hillcrest","Ward 7"
1,1,"Hot Water Rad","Y",6,3,1932,1967,1.75,"2008-05-13 00:00:00",395700,1702,"2 Story","Above Average","Good","Stucco","Comp Shingle","Hardwood",1,0,6278,20020,38.86152077,-76.96095444,"Hillcrest","Ward 7"
2,1,"Hot Water Rad","N",7,4,1925,1957,1.75,"2002-11-07 00:00:00",227970,1547,"2 Story","Above Average","Average","Shingle","Comp Shingle","Hardwood",1,1,8354,20020,38.86157111,-76.96039605,"Hillcrest","Ward 7"
1,1,"Forced Air","Y",7,3,1926,1990,1.75,"1995-08-08 00:00:00",173840,2094,"1.5 Story Fin","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,1,7673,20020,38.8609565,-76.96048027,"Hillcrest","Ward 7"
3,1,"Hot Water Rad","N",9,3,1929,1960,2.25,"2014-09-16 00:00:00",381950,2204,"2.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,5882,20020,38.86163132,-76.95995945,"Hillcrest","Ward 7"
2,2,"Warm Cool","Y",7,3,2000,2006,2,"2009-10-30 00:00:00",274450,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4836,20020,38.85424949,-76.96762043,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,2001,2006,2,"2001-06-18 00:00:00",141010,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4885,20020,38.85425602,-76.9674543,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,2000,2006,2,"2001-06-29 00:00:00",136120,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4301,20020,38.85425238,-76.96731156,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",7,3,2000,2006,2,"2014-08-28 00:00:00",288020,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,6106,20020,38.85382568,-76.9680765,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,2001,2006,2,"2001-02-16 00:00:00",145420,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4619,20020,38.85395703,-76.96744061,"Randle Heights","Ward 8"
3,1,"Warm Cool","Y",7,4,1999,2005,2,"2010-03-05 00:00:00",287640,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4899,20020,38.85390921,-76.9671904,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,1999,2005,2,"2000-02-01 00:00:00",139560,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,6492,20020,38.85354309,-76.96711972,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,2000,2006,2,"2007-07-20 00:00:00",354950,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,14794,20020,38.85310031,-76.9670705,"Randle Heights","Ward 8"
2,2,"Warm Cool","Y",7,3,2000,2006,2,"2003-04-14 00:00:00",182820,1200,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,10604,20020,38.85249861,-76.96695085,"Randle Heights","Ward 8"
3,1,"Forced Air","Y",10,3,1947,1969,2,"2017-07-07 00:00:00",563440,1692,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,2,5375,20020,38.86382632,-76.96024916,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",11,3,2006,2012,2.75,"2007-05-02 00:00:00",695140,3158,"2.5 Story Fin","Excellent","Very Good","Common Brick","Slate","Hardwood/Carp",1,2,7312,20020,38.8673991,-76.96368734,"Hillcrest","Ward 7"
3,2,"Hot Water Rad","Y",10,4,1941,1984,2.5,"2010-02-17 00:00:00",499270,2518,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,5845,20020,38.86836926,-76.96412945,"Hillcrest","Ward 7"
2,1,"Warm Cool","Y",7,2,1955,1967,2,"2001-11-01 00:00:00",188460,1380,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,4345,20020,38.86806757,-76.96158243,"Hillcrest","Ward 7"
1,1,"Forced Air","Y",7,4,1905,1967,2,"2014-02-20 00:00:00",425880,2372,"2 Story","Above Average","Good","Vinyl Siding","Metal- Sms","Hardwood/Carp",2,0,7020,20020,38.86539887,-76.98650277,"Anacostia","Ward 8"
2,1,"Forced Air","Y",6,3,2015,2016,2,"2015-05-14 00:00:00",344240,2112,"2 Story","Average","Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,6400,20020,38.86280573,-76.98031976,"Anacostia","Ward 8"
2,0,"Warm Cool","Y",6,3,1936,1960,2,"2017-11-03 00:00:00",417540,1292,"2 Story","Above Average","Good","Stucco","Comp Shingle","Hardwood",1,1,3250,20020,38.86306505,-76.96086026,"Hillcrest","Ward 7"
1,1,"Warm Cool","Y",6,3,1941,1954,1.75,"2004-09-09 00:00:00",319680,1559,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,2,4400,20020,38.86497569,-76.960735,"Hillcrest","Ward 7"
1,1,"Forced Air","N",5,2,1924,1957,2,"1999-09-28 00:00:00",114030,1280,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,0,5343,20020,38.86929574,-76.97383016,"Randle Heights","Ward 8"
3,1,"Forced Air","Y",9,4,1920,1967,2,"2016-12-08 00:00:00",542770,1750,"2 Story","Above Average","Good","Hardboard","Comp Shingle","Hardwood",1,0,3793,20020,38.86876972,-76.97070873,"Hillcrest","Ward 7"
1,0,"Hot Water Rad","N",5,2,1925,1954,1,"2006-10-23 00:00:00",209060,756,"1 Story","Average","Average","Vinyl Siding","Comp Shingle","Wood Floor",1,0,3313,20020,38.86296236,-76.98241446,"Anacostia","Ward 8"
3,1,"Warm Cool","Y",12,3,2016,2017,2,"2016-07-01 00:00:00",553870,1943,"2 Story","Good Quality","Very Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,1,5076,20020,38.86343911,-76.97584871,"Randle Heights","Ward 8"
3,0,"Warm Cool","Y",12,4,2015,2016,2,"2016-01-06 00:00:00",455630,1613,"2 Story","Very Good","Very Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,4976,20020,38.86334215,-76.97568271,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",9,4,1985,1991,2,"1993-03-04 00:00:00",150040,2240,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Carpet",1,1,4040,20020,38.86592236,-76.97507182,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",7,3,2007,2010,2,"2010-08-09 00:00:00",350800,2048,"2 Story","Above Average","Good","Stone/Siding","Comp Shingle","Hardwood/Carp",1,0,4164,20020,38.86677219,-76.97539047,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",7,4,2007,2010,2,"2011-01-11 00:00:00",360030,1982,"2 Story","Above Average","Very Good","Stone/Siding","Comp Shingle","Hardwood/Carp",1,0,6396,20020,38.86701185,-76.97513608,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",7,3,2007,2010,2,"2010-11-30 00:00:00",382660,2048,"2 Story","Above Average","Very Good","Stone/Siding","Comp Shingle","Hardwood/Carp",1,0,5496,20020,38.8668515,-76.97472431,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",7,3,2007,2010,2,"2010-11-18 00:00:00",379440,1916,"2 Story","Above Average","Very Good","Stone/Siding","Comp Shingle","Hardwood/Carp",1,0,5489,20020,38.86677417,-76.97454919,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",8,3,2007,2010,2,"2011-06-28 00:00:00",366670,1982,"2 Story","Above Average","Very Good","Brick/Siding","Comp Shingle","Hardwood",1,0,6445,20020,38.86640081,-76.97428971,"Randle Heights","Ward 8"
2,1,"Warm Cool","Y",8,4,2007,2010,2,"2017-08-10 00:00:00",438800,1982,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,0,5087,20020,38.866178,-76.97455459,"Randle Heights","Ward 8"
